id_compra,montante,loja,data_hora,id_cliente
894,496.00,"Braga Parque","2018-08-02 01:07:02",5636
895,861.20,"Braga Parque","2018-10-08 04:22:50",3551
896,59.50,"CC Setúbal","2013-02-28 16:19:12",2532
897,328.40,"Leiria Shopping","2013-01-08 09:42:47",4812
898,309.00,"Braga Parque","2014-08-22 23:36:16",405
899,496.60,"Fórum Aveiro","2017-03-22 14:16:05",2864
900,279.00,"Fórum Aveiro","2019-11-14 02:13:36",4132
901,285.40,"Leiria Shopping","2014-11-25 14:16:51",4542
902,56.20,Aeroporto,"2016-12-08 06:50:12",6173
903,480.50,"Braga Parque","2019-03-21 17:15:35",1903
904,395.60,Colombo,"2015-01-20 22:20:46",2943
905,39.20,"Gaia Shopping","2018-06-08 07:39:48",3588
906,865.40,"Nosso Shopping","2013-04-23 23:28:53",2304
907,56.00,"CC Setúbal","2013-08-09 16:24:26",5541
908,266.70,"Fórum Coimbra","2019-02-03 03:42:10",3662
909,372.00,"Vasgo da Gama","2014-07-11 16:02:44",5376
910,756.30,"Palácio do Gelo","2016-08-30 12:25:05",5170
911,163.80,"Leiria Shopping","2015-05-27 02:30:23",3081
912,544.30,"Fórum Algarve","2017-03-09 23:01:29",1457
913,177.90,"Vasgo da Gama","2017-10-04 16:30:18",2734
914,206.70,"Estação Viana","2013-08-30 11:08:01",2588
915,497.60,"Leiria Shopping","2018-10-10 13:59:17",915
916,173.10,Amoreiras,"2016-09-16 16:12:34",2649
917,671.90,"Gaia Shopping","2017-04-28 10:32:28",4588
918,112.90,"Braga Parque","2014-01-10 00:37:43",2826
919,308.30,"Évora Plaza","2013-10-27 06:40:04",3780
920,165.00,"Estação Viana","2014-11-23 10:34:15",6014
921,627.80,"Norte Shopping","2018-03-10 11:50:15",2519
922,166.90,"Santa Catarina","2014-04-25 02:01:39",2359
923,603.60,"CC Setúbal","2018-11-05 14:45:02",1450
924,175.60,Amoreiras,"2019-07-25 23:09:48",21
925,271.40,"Gaia Shopping","2014-10-23 01:38:47",35
926,162.70,"Fórum Coimbra","2018-02-24 06:43:54",1000
927,654.40,"Fórum Algarve","2015-09-19 05:42:41",5839
928,388.70,"Leiria Shopping","2013-04-16 12:25:38",5000
929,179.50,"Vasgo da Gama","2015-06-22 00:47:59",2083
930,375.80,"Fórum Coimbra","2014-09-28 09:39:41",1734
931,113.20,Aeroporto,"2015-03-04 04:08:16",489
932,341.60,"Nosso Shopping","2015-07-10 14:19:16",5787
933,97.70,Colombo,"2016-10-14 00:51:02",1246
934,393.60,"Leiria Shopping","2016-02-12 07:17:41",1382
935,301.60,"Fórum Coimbra","2015-10-18 22:08:07",1381
936,536.30,"Nosso Shopping","2016-10-05 22:06:22",4901
937,222.10,"Palácio do Gelo","2017-09-22 09:06:46",334
938,85.90,Colombo,"2013-10-09 17:09:23",1143
939,178.00,"Nosso Shopping","2019-10-12 10:06:28",312
940,502.50,"Gaia Shopping","2018-03-15 00:06:53",1893
941,205.40,"Santa Catarina","2013-03-24 21:32:54",642
942,236.90,"Fórum Aveiro","2018-03-23 02:05:00",934
943,798.20,"Palácio do Gelo","2014-10-01 09:30:12",3823
944,47.60,Amoreiras,"2014-12-10 11:37:02",2939
945,204.90,"Braga Parque","2019-01-12 01:07:43",5568
946,364.80,"Gaia Shopping","2013-03-08 13:28:27",5485
947,219.60,"Évora Plaza","2018-12-21 19:27:41",5737
948,158.80,"Estação Viana","2019-10-06 22:35:24",5802
949,139.60,"CC Setúbal","2019-02-03 17:51:48",4088
950,269.70,"Estação Viana","2017-09-20 15:47:24",4251
951,62.30,"Norte Shopping","2019-07-30 21:54:22",445
952,209.80,"Santa Catarina","2014-07-25 00:44:05",5141
953,216.30,"Fórum Algarve","2013-09-03 16:27:14",2458
954,178.10,"Leiria Shopping","2017-09-26 03:52:43",674
955,213.70,Amoreiras,"2015-06-23 21:39:07",621
956,341.80,"Santa Catarina","2018-12-30 23:57:47",4420
957,258.40,"Leiria Shopping","2015-09-01 08:22:10",1137
958,723.20,"Gaia Shopping","2013-10-05 02:08:04",1956
959,284.20,"Estação Viana","2017-01-01 18:12:09",3243
960,237.00,"Braga Parque","2019-08-01 22:55:52",3466
961,407.00,"Braga Parque","2018-03-09 17:52:28",3946
962,324.40,"Nosso Shopping","2018-06-19 09:10:57",892
963,72.60,"Vasgo da Gama","2013-01-18 11:02:47",2971
964,310.00,"Braga Parque","2019-03-18 01:08:58",5914
965,293.10,Aeroporto,"2013-07-19 20:39:09",5792
966,255.30,Aeroporto,"2013-05-13 02:57:08",5144
967,373.50,"Gaia Shopping","2016-04-23 12:22:02",1181
968,303.50,"Gaia Shopping","2019-05-13 01:48:17",176
969,454.50,"Nosso Shopping","2014-06-19 00:09:21",1386
970,214.50,"Fórum Algarve","2015-11-01 21:48:08",2265
971,168.40,"Gaia Shopping","2017-11-08 15:14:57",3981
972,408.50,"Gaia Shopping","2015-06-03 20:54:50",5706
973,314.70,"Palácio do Gelo","2014-03-29 12:04:11",1161
974,479.80,"Vasgo da Gama","2016-10-12 14:59:19",4150
975,576.60,"Fórum Coimbra","2015-11-20 18:10:11",2143
976,225.20,Colombo,"2013-04-21 17:02:14",5602
977,447.20,"Vasgo da Gama","2015-07-30 22:17:12",815
978,341.50,"CC Setúbal","2015-03-30 19:47:58",1385
979,315.00,"Fórum Algarve","2017-12-13 11:52:24",4876
980,300.00,"Gaia Shopping","2019-05-31 22:42:44",1117
981,600.60,Amoreiras,"2013-01-15 22:44:33",2905
982,378.40,"Braga Parque","2018-07-23 14:30:29",1522
983,425.70,"Nosso Shopping","2018-08-21 19:53:22",4235
984,497.00,"Gaia Shopping","2018-08-08 15:08:59",1297
985,230.20,"Estação Viana","2016-09-08 03:41:46",5691
986,171.90,"Estação Viana","2018-05-16 17:58:54",3158
987,297.00,"Fórum Coimbra","2019-01-26 03:26:50",2184
988,181.20,Colombo,"2016-08-01 14:59:06",5066
989,384.90,"Fórum Aveiro","2018-12-13 11:11:10",1400
990,278.80,"Santa Catarina","2019-07-15 15:38:37",5507
991,388.60,"Braga Parque","2014-04-05 18:03:46",2897
992,179.60,"Fórum Algarve","2018-10-07 10:22:26",2166
993,317.40,"CC Setúbal","2014-03-16 00:05:17",3846
994,212.90,"CC Setúbal","2016-10-17 17:55:01",1727
995,779.20,"Norte Shopping","2013-06-03 07:31:04",1397
996,100.30,"Fórum Coimbra","2013-05-04 04:03:20",2614
997,272.60,"Norte Shopping","2017-12-15 12:48:04",5186
998,250.70,Colombo,"2015-08-13 16:30:10",1645
999,231.90,"Norte Shopping","2017-09-14 12:38:50",1617
1000,131.70,"Fórum Coimbra","2017-05-20 04:45:03",1637
1001,655.90,"Santa Catarina","2019-03-11 21:44:39",4692
1002,297.50,"CC Setúbal","2018-11-03 21:31:53",726
1003,287.70,"Fórum Algarve","2014-03-30 04:28:29",5628
1004,236.50,"Nosso Shopping","2019-04-28 03:15:18",2448
1005,240.60,"Gaia Shopping","2016-12-31 15:46:18",457
1006,507.00,"Santa Catarina","2013-03-18 00:14:35",5418
1007,562.10,"Fórum Coimbra","2017-03-01 06:36:05",4508
1008,475.30,"Norte Shopping","2016-05-02 22:52:29",4504
1009,420.60,"Braga Parque","2018-07-20 13:07:54",2873
1010,340.20,"CC Setúbal","2016-10-22 20:33:40",1123
1011,263.50,Aeroporto,"2019-05-29 17:39:09",2416
1012,315.20,Aeroporto,"2019-09-09 09:54:59",2291
1013,124.20,Colombo,"2013-05-23 22:06:33",2085
1014,450.50,"Fórum Aveiro","2017-07-11 17:26:19",3334
1015,134.80,"Braga Parque","2015-12-28 11:59:09",4447
1016,344.60,"Santa Catarina","2017-10-27 15:17:38",5625
1017,349.00,"Norte Shopping","2014-05-16 13:12:57",2928
1018,286.40,"Fórum Aveiro","2013-01-10 01:48:26",5905
1019,530.10,"Fórum Aveiro","2017-12-02 04:02:32",6038
1020,217.60,"Gaia Shopping","2014-05-31 21:52:15",1384
1021,374.30,"Vasgo da Gama","2018-09-10 16:12:54",2992
1022,88.30,"Leiria Shopping","2013-05-26 08:46:22",1289
1023,399.90,"Évora Plaza","2014-10-15 22:01:46",812
1024,263.30,"Braga Parque","2013-09-18 00:56:30",4380
1025,402.40,"Santa Catarina","2016-08-12 10:54:32",1981
1026,205.70,"Estação Viana","2014-10-18 21:46:24",5728
1027,538.20,"CC Setúbal","2017-03-26 03:10:47",926
1028,136.80,"Fórum Coimbra","2013-10-25 21:25:08",3348
1029,352.90,Aeroporto,"2018-11-20 18:48:16",4684
1030,330.00,"Braga Parque","2014-08-16 16:42:16",2008
1031,165.30,"Évora Plaza","2013-12-23 11:20:13",3955
1032,473.80,"Palácio do Gelo","2015-04-19 07:35:51",5349
1033,504.00,"Nosso Shopping","2014-09-23 04:47:04",975
1034,535.30,"Braga Parque","2016-02-08 16:15:40",4179
1035,117.80,"Fórum Algarve","2019-12-06 12:42:44",4967
1036,204.40,"Braga Parque","2017-09-06 13:55:15",4062
1037,91.80,Amoreiras,"2019-04-28 00:01:00",1354
1038,480.40,"Palácio do Gelo","2014-02-17 05:20:52",1687
1039,121.00,"CC Setúbal","2018-01-31 11:52:18",3701
1040,763.70,"Palácio do Gelo","2015-06-16 16:59:20",1191
1041,110.30,"Nosso Shopping","2015-01-18 21:20:15",4676
1042,194.20,"Santa Catarina","2016-09-26 18:31:25",3580
1043,379.80,"Nosso Shopping","2013-01-03 19:49:13",1786
1044,745.20,"CC Setúbal","2014-11-06 10:39:09",139
1045,490.30,"Palácio do Gelo","2018-06-20 22:40:59",2412
1046,187.90,"Norte Shopping","2014-06-14 14:47:22",3205
1047,280.40,"Braga Parque","2013-05-31 12:13:09",1775
1048,102.60,"Fórum Coimbra","2015-08-24 02:29:12",4094
1049,412.60,"Nosso Shopping","2013-07-27 20:52:18",1334
1050,254.70,"Estação Viana","2016-08-26 22:39:25",3157
1051,359.20,"Palácio do Gelo","2016-12-16 10:15:43",5822
1052,343.90,"Gaia Shopping","2018-10-08 16:13:23",4414
1053,962.00,"Évora Plaza","2019-02-05 02:37:37",5614
1054,162.00,"Norte Shopping","2016-10-24 21:37:05",4034
1055,267.80,"Évora Plaza","2013-01-26 10:26:49",5807
1056,179.20,"Norte Shopping","2017-10-10 09:01:47",3917
1057,277.50,Colombo,"2018-07-03 15:01:39",4763
1058,114.50,"Palácio do Gelo","2017-08-07 14:05:20",847
1059,401.10,"Norte Shopping","2018-03-23 21:39:35",3337
1060,148.20,"Palácio do Gelo","2015-02-02 06:39:24",1932
1061,327.70,"Leiria Shopping","2015-03-15 05:32:13",5254
1062,628.40,"Évora Plaza","2019-07-04 02:36:49",3344
1063,107.80,"CC Setúbal","2018-04-15 19:54:57",6087
1064,217.00,"Leiria Shopping","2017-08-20 15:11:08",1806
1065,231.00,"Santa Catarina","2019-07-01 03:13:24",6019
1066,452.50,"Santa Catarina","2018-12-27 09:25:01",2289
1067,323.80,"Fórum Aveiro","2019-11-04 13:42:46",3130
1068,421.40,Aeroporto,"2018-08-26 02:38:26",2726
1069,452.40,"Santa Catarina","2013-11-01 18:13:37",6040
1070,459.60,"Fórum Algarve","2017-12-04 13:22:34",5749
1071,650.00,"Leiria Shopping","2016-01-21 06:44:24",2946
1072,278.90,"CC Setúbal","2015-04-04 10:45:45",3936
1073,416.30,"Nosso Shopping","2013-06-16 09:00:27",4448
1074,27.40,"Santa Catarina","2019-06-27 10:20:30",1306
1075,883.50,"Vasgo da Gama","2013-08-09 18:24:09",465
1076,208.80,Amoreiras,"2013-10-08 15:37:14",2589
1077,237.90,"Braga Parque","2013-10-10 20:41:56",2941
1078,238.40,"Fórum Algarve","2014-10-18 06:45:12",5130
1079,939.60,"Leiria Shopping","2017-03-06 04:06:00",2656
1080,354.40,"Fórum Coimbra","2019-04-14 20:29:41",28
1081,256.30,"Santa Catarina","2015-06-29 17:22:47",1370
1082,625.80,"Leiria Shopping","2016-10-15 00:57:49",952
1083,181.70,"Évora Plaza","2013-11-01 23:19:00",2626
1084,746.10,"Santa Catarina","2015-04-11 13:44:58",4641
1085,188.40,"CC Setúbal","2019-10-11 06:12:30",1162
1086,473.40,"Braga Parque","2015-09-05 18:15:34",2699
1087,94.60,"Norte Shopping","2014-01-18 06:56:25",1414
1088,637.50,Aeroporto,"2019-01-13 03:54:39",3921
1089,279.60,"Norte Shopping","2019-11-28 03:27:24",5512
1090,219.20,"Palácio do Gelo","2018-09-10 12:02:54",4424
1091,403.10,"Santa Catarina","2013-08-19 03:59:08",3073
1092,481.20,Aeroporto,"2014-11-28 01:51:58",3230
1093,407.00,Colombo,"2016-11-04 19:17:29",3800
1094,105.30,"Évora Plaza","2016-11-27 06:21:53",3810
1095,400.20,"Gaia Shopping","2013-01-11 03:34:09",3802
1096,206.50,Aeroporto,"2015-08-23 11:54:18",780
1097,287.90,"Nosso Shopping","2018-04-26 05:17:06",5913
1098,237.50,"Norte Shopping","2017-07-12 12:10:41",2976
1099,285.80,"Braga Parque","2017-09-20 03:31:58",1347
1100,70.30,"Fórum Algarve","2015-01-23 19:11:16",114
1101,446.40,"Vasgo da Gama","2019-07-07 23:57:12",5354
1102,165.70,Colombo,"2016-05-08 08:20:50",20
1103,176.00,"Braga Parque","2019-11-20 21:26:56",1909
1104,295.50,"CC Setúbal","2018-02-20 23:04:02",2140
1105,279.00,"Fórum Aveiro","2014-01-23 08:34:09",936
1106,640.20,"Nosso Shopping","2017-07-13 11:06:22",1628
1107,252.80,"Santa Catarina","2017-10-01 18:55:59",599
1108,725.60,"Fórum Coimbra","2018-02-27 22:30:31",3560
1109,450.30,Aeroporto,"2013-05-26 15:03:35",5708
1110,526.50,"Leiria Shopping","2016-05-05 00:21:17",1935
1111,231.20,Amoreiras,"2014-12-15 22:02:27",1577
1112,331.60,"Santa Catarina","2017-09-28 21:10:02",1373
1113,114.20,"Nosso Shopping","2016-10-17 14:34:44",4777
1114,224.00,"Palácio do Gelo","2015-09-24 01:05:28",4150
1115,249.20,"Braga Parque","2019-03-12 11:52:31",845
1116,679.70,"Fórum Algarve","2016-01-22 15:14:23",303
1117,377.60,"Fórum Aveiro","2015-10-16 22:24:33",1613
1118,550.40,"Estação Viana","2014-08-23 12:32:48",4695
1119,499.80,"Leiria Shopping","2013-04-08 11:45:32",3862
1120,468.00,Colombo,"2015-07-01 23:15:39",6139
1121,146.40,"Norte Shopping","2019-06-23 05:37:18",1594
1122,171.00,Amoreiras,"2018-08-20 11:18:50",1295
1123,766.40,"Estação Viana","2015-04-24 07:51:21",2277
1124,326.90,Colombo,"2017-09-21 10:53:19",3536
1125,145.10,"CC Setúbal","2017-08-18 02:31:39",2463
1126,222.20,"Fórum Aveiro","2013-05-25 23:45:21",4231
1127,616.80,"Palácio do Gelo","2016-09-09 08:16:15",2290
1128,278.60,Colombo,"2013-09-30 10:48:52",4207
1129,893.70,"Nosso Shopping","2019-04-03 18:33:29",1328
1130,91.70,Amoreiras,"2019-10-07 13:02:59",1030
1131,224.80,"Palácio do Gelo","2017-02-12 03:16:19",2338
1132,442.70,"Palácio do Gelo","2017-05-28 15:34:49",5509
1133,509.30,"Nosso Shopping","2019-07-25 19:25:20",2142
1134,364.50,Colombo,"2014-11-18 21:21:36",3481
1135,448.50,"Fórum Coimbra","2017-03-08 18:03:26",1284
1136,500.30,"Fórum Aveiro","2018-07-15 04:48:37",3162
1137,333.60,"Vasgo da Gama","2019-11-30 01:26:56",1225
1138,467.80,Aeroporto,"2019-02-19 01:23:26",2923
1139,338.20,"Estação Viana","2015-05-31 14:45:10",2389
1140,248.80,"Nosso Shopping","2018-10-07 13:15:12",2010
1141,345.60,"Leiria Shopping","2014-06-10 22:02:14",1155
1142,319.70,"Nosso Shopping","2014-09-18 02:58:48",3291
1143,126.60,"Évora Plaza","2019-12-11 01:45:36",1257
1144,228.20,"Vasgo da Gama","2014-03-17 06:33:10",4209
1145,420.00,Aeroporto,"2015-08-01 23:48:57",2933
1146,152.50,"Santa Catarina","2019-03-26 00:00:52",1009
1147,304.20,Colombo,"2014-07-05 19:04:05",482
1148,549.00,Aeroporto,"2017-11-13 20:11:53",1011
1149,745.70,"Norte Shopping","2016-06-05 00:19:45",4253
1150,118.00,"CC Setúbal","2014-06-26 02:49:24",2007
1151,442.50,"Santa Catarina","2017-10-11 08:03:30",1117
1152,486.10,"Leiria Shopping","2013-04-12 01:33:55",2117
1153,253.00,"Fórum Aveiro","2016-06-26 02:38:48",1880
1154,228.90,Colombo,"2014-02-07 20:40:13",5605
1155,251.70,"Palácio do Gelo","2016-09-05 13:52:54",950
1156,361.00,"CC Setúbal","2014-06-24 13:09:23",4353
1157,503.40,"Fórum Algarve","2016-06-17 19:27:45",5252
1158,808.50,"CC Setúbal","2016-05-28 05:07:41",227
1159,330.80,"Braga Parque","2019-06-24 02:18:42",5920
1160,352.00,"Santa Catarina","2013-02-28 03:14:13",3662
1161,478.80,"Fórum Coimbra","2016-10-16 17:27:23",1095
1162,155.00,"Gaia Shopping","2013-02-03 11:23:23",2903
1163,93.10,"Braga Parque","2017-04-02 09:09:04",1923
1164,339.40,"Braga Parque","2018-04-09 15:07:31",1954
1165,261.00,"Nosso Shopping","2018-01-31 21:52:09",2813
1166,434.20,"Leiria Shopping","2019-12-04 20:29:23",5732
1167,427.40,Aeroporto,"2016-07-27 05:55:04",4116
1168,440.60,"Leiria Shopping","2013-08-15 05:36:41",4645
1169,218.60,"Vasgo da Gama","2017-02-22 17:17:57",5966
1170,403.80,"CC Setúbal","2014-10-09 15:52:01",4234
1171,277.90,"Fórum Coimbra","2018-11-24 10:34:35",1788
1172,204.90,"Fórum Coimbra","2015-06-28 20:38:10",1235
1173,208.00,"Vasgo da Gama","2018-02-08 12:36:11",339
1174,633.50,"Gaia Shopping","2018-11-23 23:40:53",6188
1175,526.70,"Nosso Shopping","2017-09-01 03:58:07",89
1176,50.10,"CC Setúbal","2019-04-05 12:41:18",1249
1177,506.80,"Nosso Shopping","2017-02-13 17:05:22",2058
1178,283.80,"Vasgo da Gama","2013-06-05 12:27:35",2856
1179,579.90,Colombo,"2017-07-03 15:31:09",6167
1180,397.40,"Palácio do Gelo","2018-09-19 14:02:09",1955
1181,221.40,"Palácio do Gelo","2018-11-20 19:59:16",4360
1182,395.50,"Fórum Aveiro","2016-12-15 14:00:50",4806
1183,361.20,"Nosso Shopping","2014-11-01 07:57:56",4091
1184,451.30,Colombo,"2015-06-27 15:56:05",4517
1185,288.90,"Fórum Algarve","2018-05-14 06:16:14",1435
1186,253.70,"CC Setúbal","2015-02-10 19:45:09",690
1187,140.80,"CC Setúbal","2017-12-31 09:12:50",338
1188,308.60,"Fórum Coimbra","2019-01-12 22:54:23",5280
1189,346.00,"Nosso Shopping","2014-04-05 14:47:36",175
1190,179.80,Colombo,"2014-01-25 08:42:51",5112
1191,235.40,"Fórum Coimbra","2018-02-10 00:18:11",4573
1192,237.10,"Estação Viana","2016-02-25 11:25:18",5022
1193,169.50,"Évora Plaza","2018-03-05 04:45:17",2965
1194,195.60,"Évora Plaza","2013-04-21 13:51:13",4584
1195,282.80,"Estação Viana","2016-12-23 10:38:18",5623
1196,185.40,Aeroporto,"2018-10-17 01:35:20",6115
1197,584.10,"Fórum Aveiro","2015-12-22 19:50:21",1875
1198,286.90,"Palácio do Gelo","2015-08-01 17:10:04",4671
1199,285.10,Aeroporto,"2016-10-26 21:28:03",4093
1200,235.80,"Estação Viana","2014-02-18 12:50:52",1147
1201,602.70,"Vasgo da Gama","2016-04-13 17:18:38",5870
1202,411.60,"Santa Catarina","2013-11-26 20:14:00",3424
1203,248.10,"Évora Plaza","2018-04-28 04:09:42",2670
1204,319.90,"CC Setúbal","2017-01-20 07:00:08",2261
1205,743.40,"Gaia Shopping","2017-03-12 00:34:48",2711
1206,299.00,"Fórum Algarve","2017-06-06 14:57:58",1113
1207,326.20,Aeroporto,"2013-02-27 07:21:36",4007
1208,308.80,Amoreiras,"2016-05-22 06:03:09",1922
1209,458.30,"Santa Catarina","2017-03-01 09:46:13",92
1210,138.40,Colombo,"2017-01-31 16:58:50",4784
1211,389.40,"Vasgo da Gama","2019-05-31 14:42:38",1619
1212,769.60,Aeroporto,"2018-10-17 01:39:16",1396
1213,164.40,Aeroporto,"2013-07-19 13:02:32",366
1214,498.90,"Braga Parque","2013-01-15 09:39:56",4163
1215,409.20,"Norte Shopping","2018-05-07 11:57:37",3176
1216,304.60,Amoreiras,"2014-12-30 01:12:17",1543
1217,210.00,Colombo,"2019-06-23 17:48:15",5660
1218,873.60,"Palácio do Gelo","2019-10-01 00:37:32",6216
1219,229.60,"Évora Plaza","2019-08-17 20:25:35",419
1220,494.90,Colombo,"2019-04-27 07:03:02",4325
1221,167.20,"Évora Plaza","2016-05-22 05:48:58",3120
1222,268.70,"Fórum Coimbra","2018-02-25 05:43:41",5597
1223,278.20,"Estação Viana","2017-12-12 11:32:45",4016
1224,615.30,Colombo,"2017-03-27 14:01:11",1612
1225,453.20,Colombo,"2018-11-12 17:14:37",296
1226,446.40,"Braga Parque","2016-05-27 07:18:01",5911
1227,272.20,"Santa Catarina","2015-03-19 00:02:09",3949
1228,463.70,Colombo,"2016-12-20 13:49:31",1010
1229,202.90,"Fórum Aveiro","2016-06-06 23:50:15",3437
1230,146.20,"CC Setúbal","2019-10-02 17:51:24",5314
1231,521.30,Colombo,"2013-12-13 04:56:09",5692
1232,96.30,Aeroporto,"2014-07-29 04:54:39",5742
1233,124.10,"CC Setúbal","2018-02-21 09:58:25",3817
1234,328.70,"Évora Plaza","2013-10-01 15:39:48",2116
1235,490.00,Amoreiras,"2013-04-06 22:53:46",3
1236,437.30,Colombo,"2018-01-01 07:56:20",3850
1237,394.10,"Santa Catarina","2018-01-26 14:57:05",2686
1238,513.90,"Leiria Shopping","2018-08-09 12:02:28",4841
1239,304.80,"Fórum Algarve","2016-10-25 21:21:13",5286
1240,725.10,"Norte Shopping","2019-02-19 21:20:27",5100
1241,487.40,"Nosso Shopping","2015-03-07 08:31:02",3506
1242,251.90,"Santa Catarina","2017-02-10 00:02:08",3042
1243,93.40,"Norte Shopping","2016-12-22 05:07:09",2885
1244,679.20,"Évora Plaza","2016-05-29 03:33:22",486
1245,272.80,"Fórum Algarve","2018-08-04 16:43:59",5794
1246,347.60,"Estação Viana","2013-05-02 10:19:36",5983
1247,171.40,"CC Setúbal","2016-10-31 22:18:08",1258
1248,345.10,"Fórum Coimbra","2016-07-07 02:36:40",1174
1249,320.10,"Fórum Algarve","2015-05-30 09:35:32",4758
1250,366.60,"Fórum Coimbra","2018-12-22 21:54:06",4841
1251,325.20,"Fórum Algarve","2016-08-18 10:44:55",3734
1252,495.00,"Santa Catarina","2018-08-18 13:31:02",3678
1253,574.10,"Braga Parque","2013-11-15 23:09:01",4420
1254,236.50,"Gaia Shopping","2016-02-19 03:34:13",2292
1255,324.40,"Évora Plaza","2019-06-08 10:35:27",3487
1256,162.00,"Fórum Aveiro","2016-04-08 05:06:54",2199
1257,498.00,"Braga Parque","2019-06-16 08:25:12",661
1258,144.10,"Norte Shopping","2016-12-11 14:57:35",4395
1259,277.60,"Estação Viana","2015-07-07 05:51:15",5871
1260,178.80,"Leiria Shopping","2019-02-23 17:30:47",4138
1261,227.50,Amoreiras,"2017-01-09 11:36:07",548
1262,382.80,"Leiria Shopping","2014-10-27 18:18:35",5094
1263,288.90,"Fórum Algarve","2018-01-15 01:11:00",850
1264,405.90,"Estação Viana","2015-04-18 20:46:46",4518
1265,74.10,"Gaia Shopping","2017-05-12 13:41:27",4643
1266,832.50,"Fórum Coimbra","2014-06-05 21:50:06",4797
1267,155.60,"Fórum Coimbra","2015-04-07 03:48:24",3622
1268,643.30,"Fórum Aveiro","2017-12-18 09:28:24",2337
1269,93.30,Amoreiras,"2019-08-24 11:15:46",4063
1270,218.10,"Fórum Coimbra","2013-04-03 09:35:25",2651
1271,412.30,"Santa Catarina","2016-08-17 03:22:48",98
1272,294.20,"Santa Catarina","2016-02-01 18:18:15",228
1273,223.50,"Évora Plaza","2017-07-04 23:23:37",2787
1274,312.80,"Palácio do Gelo","2016-11-04 08:56:24",3879
1275,216.00,"Vasgo da Gama","2018-02-04 21:06:36",911
1276,298.10,"Palácio do Gelo","2014-07-11 00:46:06",5457
1277,607.00,"Palácio do Gelo","2017-02-25 01:31:13",3492
1278,51.50,"Évora Plaza","2014-09-25 21:08:39",5064
1279,182.10,"CC Setúbal","2016-03-03 11:57:41",4891
1280,545.20,Colombo,"2019-03-15 10:43:00",4453
1281,639.20,Aeroporto,"2016-07-18 08:38:03",1660
1282,362.40,"Fórum Coimbra","2014-10-10 14:17:12",5710
1283,384.40,"Norte Shopping","2019-04-02 14:49:22",3580
1284,603.90,Aeroporto,"2019-10-02 14:30:51",3744
1285,473.60,"Braga Parque","2014-04-29 16:42:38",2877
1286,212.70,"Gaia Shopping","2014-06-15 14:14:49",3440
1287,324.50,Colombo,"2015-07-31 19:47:33",5693
1288,194.50,Amoreiras,"2015-06-12 03:24:55",971
1289,258.90,"Fórum Aveiro","2016-09-12 19:02:50",6009
1290,281.60,"Fórum Aveiro","2013-04-23 04:42:00",21
1291,252.20,Colombo,"2014-03-17 20:41:03",5728
1292,529.80,"Gaia Shopping","2018-09-24 17:17:09",3538
1293,242.00,"Braga Parque","2019-01-14 15:09:53",597
1294,355.60,Aeroporto,"2013-02-14 23:26:52",141
1295,196.90,"Santa Catarina","2016-01-30 13:34:01",4709
1296,431.40,"Fórum Aveiro","2014-03-16 09:02:49",771
1297,197.10,"Fórum Aveiro","2018-02-06 18:26:18",1629
1298,595.70,"Palácio do Gelo","2019-06-18 03:59:01",4403
1299,128.70,"Norte Shopping","2015-07-15 19:05:54",5750
1300,149.30,"CC Setúbal","2015-03-06 08:24:30",5301
1301,337.30,"Gaia Shopping","2015-11-03 23:10:18",4029
1302,199.20,"Leiria Shopping","2019-08-23 09:51:18",2002
1303,612.90,"Fórum Aveiro","2016-12-25 22:07:15",5082
1304,740.30,Amoreiras,"2016-11-14 07:41:58",3208
1305,476.80,"Norte Shopping","2019-10-10 02:04:03",4117
1306,224.90,"Gaia Shopping","2015-03-04 13:26:27",2559
1307,453.70,Colombo,"2017-08-07 13:28:14",1529
1308,337.20,"Nosso Shopping","2017-03-16 19:18:29",147
1309,548.40,"Palácio do Gelo","2016-06-29 22:50:45",3959
1310,636.80,"Leiria Shopping","2019-01-11 12:02:39",1711
1311,474.40,"Gaia Shopping","2018-03-24 07:43:02",1911
1312,406.50,Aeroporto,"2019-03-21 14:45:43",1810
1313,844.50,"Estação Viana","2019-11-18 01:36:28",135
1314,486.80,"Fórum Aveiro","2016-06-04 10:08:53",1197
1315,374.80,"Leiria Shopping","2014-09-28 20:09:56",4868
1316,235.90,Amoreiras,"2015-09-15 23:44:43",67
1317,155.20,"Norte Shopping","2017-03-19 19:43:47",1142
1318,426.50,"Évora Plaza","2017-02-18 20:34:24",4112
1319,312.30,"Leiria Shopping","2014-04-29 08:01:52",3624
1320,308.80,"Palácio do Gelo","2015-07-17 10:07:01",1997
1321,295.20,"Santa Catarina","2019-05-16 06:58:02",47
1322,686.00,"Norte Shopping","2018-12-28 12:31:51",586
1323,179.00,"Fórum Coimbra","2014-04-24 03:57:12",2094
1324,505.10,"Fórum Coimbra","2018-07-05 16:04:38",3446
1325,388.60,"Estação Viana","2015-04-07 04:20:50",1333
1326,337.20,"Évora Plaza","2013-08-21 12:23:05",5324
1327,118.40,"Palácio do Gelo","2014-08-27 07:57:06",1115
1328,143.50,"CC Setúbal","2017-04-24 23:48:01",1127
1329,571.90,"Norte Shopping","2013-06-07 00:40:21",1035
1330,281.90,"Palácio do Gelo","2013-09-13 05:29:07",2947
1331,646.70,"Vasgo da Gama","2018-11-28 06:39:51",3294
