id_artigo,loja,qtd_disponivel,distrito
460,"Fórum Aveiro",25,Aveiro
460,"Fórum Coimbra",8,Coimbra
460,"Gaia Shopping",22,Porto
460,"Leiria Shopping",28,Leiria
460,"Norte Shopping",28,Porto
460,"Nosso Shopping",5,"Vila Real"
460,"Palácio do Gelo",12,Viseu
460,"Santa Catarina",11,Porto
460,"Vasgo da Gama",0,Lisboa
461,Aeroporto,26,Lisboa
461,Amoreiras,16,Lisboa
461,"Braga Parque",2,Braga
461,"CC Setúbal",0,Setúbal
461,Colombo,15,Lisboa
461,"Estação Viana",27,"Viana do Castelo"
461,"Évora Plaza",30,Évora
461,"Fórum Algarve",4,Faro
461,"Fórum Aveiro",3,Aveiro
461,"Fórum Coimbra",4,Coimbra
461,"Gaia Shopping",0,Porto
461,"Leiria Shopping",10,Leiria
461,"Norte Shopping",30,Porto
461,"Nosso Shopping",28,"Vila Real"
461,"Palácio do Gelo",11,Viseu
461,"Santa Catarina",4,Porto
461,"Vasgo da Gama",14,Lisboa
462,Aeroporto,17,Lisboa
462,Amoreiras,28,Lisboa
462,"Braga Parque",12,Braga
462,"CC Setúbal",20,Setúbal
462,Colombo,4,Lisboa
462,"Estação Viana",15,"Viana do Castelo"
462,"Évora Plaza",29,Évora
462,"Fórum Algarve",0,Faro
462,"Fórum Aveiro",16,Aveiro
462,"Fórum Coimbra",23,Coimbra
462,"Gaia Shopping",11,Porto
462,"Leiria Shopping",13,Leiria
462,"Norte Shopping",5,Porto
462,"Nosso Shopping",31,"Vila Real"
462,"Palácio do Gelo",6,Viseu
462,"Santa Catarina",12,Porto
462,"Vasgo da Gama",6,Lisboa
463,Aeroporto,23,Lisboa
463,Amoreiras,8,Lisboa
463,"Braga Parque",0,Braga
463,"CC Setúbal",22,Setúbal
463,Colombo,29,Lisboa
463,"Estação Viana",1,"Viana do Castelo"
463,"Évora Plaza",10,Évora
463,"Fórum Algarve",14,Faro
463,"Fórum Aveiro",2,Aveiro
463,"Fórum Coimbra",0,Coimbra
463,"Gaia Shopping",14,Porto
463,"Leiria Shopping",19,Leiria
463,"Norte Shopping",25,Porto
463,"Nosso Shopping",24,"Vila Real"
463,"Palácio do Gelo",30,Viseu
463,"Santa Catarina",25,Porto
463,"Vasgo da Gama",12,Lisboa
464,Aeroporto,27,Lisboa
464,Amoreiras,7,Lisboa
464,"Braga Parque",11,Braga
464,"CC Setúbal",30,Setúbal
464,Colombo,8,Lisboa
464,"Estação Viana",7,"Viana do Castelo"
464,"Évora Plaza",14,Évora
464,"Fórum Algarve",21,Faro
464,"Fórum Aveiro",4,Aveiro
464,"Fórum Coimbra",26,Coimbra
464,"Gaia Shopping",0,Porto
464,"Leiria Shopping",5,Leiria
464,"Norte Shopping",13,Porto
464,"Nosso Shopping",21,"Vila Real"
464,"Palácio do Gelo",0,Viseu
464,"Santa Catarina",0,Porto
464,"Vasgo da Gama",18,Lisboa
465,Aeroporto,3,Lisboa
465,Amoreiras,6,Lisboa
465,"Braga Parque",1,Braga
465,"CC Setúbal",21,Setúbal
465,Colombo,25,Lisboa
465,"Estação Viana",6,"Viana do Castelo"
465,"Évora Plaza",26,Évora
465,"Fórum Algarve",13,Faro
465,"Fórum Aveiro",0,Aveiro
465,"Fórum Coimbra",24,Coimbra
465,"Gaia Shopping",17,Porto
465,"Leiria Shopping",17,Leiria
465,"Norte Shopping",18,Porto
465,"Nosso Shopping",6,"Vila Real"
465,"Palácio do Gelo",14,Viseu
465,"Santa Catarina",10,Porto
465,"Vasgo da Gama",21,Lisboa
466,Aeroporto,27,Lisboa
466,Amoreiras,10,Lisboa
466,"Braga Parque",31,Braga
466,"CC Setúbal",4,Setúbal
466,Colombo,5,Lisboa
466,"Estação Viana",0,"Viana do Castelo"
466,"Évora Plaza",30,Évora
466,"Fórum Algarve",31,Faro
466,"Fórum Aveiro",0,Aveiro
466,"Fórum Coimbra",27,Coimbra
466,"Gaia Shopping",13,Porto
466,"Leiria Shopping",18,Leiria
466,"Norte Shopping",7,Porto
466,"Nosso Shopping",26,"Vila Real"
466,"Palácio do Gelo",5,Viseu
466,"Santa Catarina",10,Porto
466,"Vasgo da Gama",25,Lisboa
467,Aeroporto,6,Lisboa
467,Amoreiras,11,Lisboa
467,"Braga Parque",0,Braga
467,"CC Setúbal",1,Setúbal
467,Colombo,11,Lisboa
467,"Estação Viana",29,"Viana do Castelo"
467,"Évora Plaza",14,Évora
467,"Fórum Algarve",7,Faro
467,"Fórum Aveiro",3,Aveiro
467,"Fórum Coimbra",12,Coimbra
467,"Gaia Shopping",0,Porto
467,"Leiria Shopping",23,Leiria
467,"Norte Shopping",7,Porto
467,"Nosso Shopping",5,"Vila Real"
467,"Palácio do Gelo",21,Viseu
467,"Santa Catarina",7,Porto
467,"Vasgo da Gama",21,Lisboa
468,Aeroporto,30,Lisboa
468,Amoreiras,18,Lisboa
468,"Braga Parque",31,Braga
468,"CC Setúbal",5,Setúbal
468,Colombo,23,Lisboa
468,"Estação Viana",21,"Viana do Castelo"
468,"Évora Plaza",28,Évora
468,"Fórum Algarve",23,Faro
468,"Fórum Aveiro",20,Aveiro
468,"Fórum Coimbra",4,Coimbra
468,"Gaia Shopping",27,Porto
468,"Leiria Shopping",10,Leiria
468,"Norte Shopping",1,Porto
468,"Nosso Shopping",26,"Vila Real"
468,"Palácio do Gelo",21,Viseu
468,"Santa Catarina",0,Porto
468,"Vasgo da Gama",0,Lisboa
469,Aeroporto,22,Lisboa
469,Amoreiras,12,Lisboa
469,"Braga Parque",19,Braga
469,"CC Setúbal",5,Setúbal
469,Colombo,31,Lisboa
469,"Estação Viana",28,"Viana do Castelo"
469,"Évora Plaza",7,Évora
469,"Fórum Algarve",2,Faro
469,"Fórum Aveiro",28,Aveiro
469,"Fórum Coimbra",6,Coimbra
469,"Gaia Shopping",18,Porto
469,"Leiria Shopping",21,Leiria
469,"Norte Shopping",8,Porto
469,"Nosso Shopping",13,"Vila Real"
469,"Palácio do Gelo",3,Viseu
469,"Santa Catarina",7,Porto
469,"Vasgo da Gama",1,Lisboa
470,Aeroporto,14,Lisboa
470,Amoreiras,12,Lisboa
470,"Braga Parque",12,Braga
470,"CC Setúbal",14,Setúbal
470,Colombo,20,Lisboa
470,"Estação Viana",3,"Viana do Castelo"
470,"Évora Plaza",16,Évora
470,"Fórum Algarve",26,Faro
470,"Fórum Aveiro",6,Aveiro
470,"Fórum Coimbra",28,Coimbra
470,"Gaia Shopping",13,Porto
470,"Leiria Shopping",18,Leiria
470,"Norte Shopping",23,Porto
470,"Nosso Shopping",9,"Vila Real"
470,"Palácio do Gelo",13,Viseu
470,"Santa Catarina",26,Porto
470,"Vasgo da Gama",10,Lisboa
471,Aeroporto,19,Lisboa
471,Amoreiras,0,Lisboa
471,"Braga Parque",7,Braga
471,"CC Setúbal",15,Setúbal
471,Colombo,24,Lisboa
471,"Estação Viana",17,"Viana do Castelo"
471,"Évora Plaza",4,Évora
471,"Fórum Algarve",9,Faro
471,"Fórum Aveiro",23,Aveiro
471,"Fórum Coimbra",29,Coimbra
471,"Gaia Shopping",31,Porto
471,"Leiria Shopping",0,Leiria
471,"Norte Shopping",0,Porto
471,"Nosso Shopping",5,"Vila Real"
471,"Palácio do Gelo",9,Viseu
471,"Santa Catarina",4,Porto
471,"Vasgo da Gama",18,Lisboa
472,Aeroporto,26,Lisboa
472,Amoreiras,15,Lisboa
472,"Braga Parque",27,Braga
472,"CC Setúbal",27,Setúbal
472,Colombo,3,Lisboa
472,"Estação Viana",0,"Viana do Castelo"
472,"Évora Plaza",30,Évora
472,"Fórum Algarve",29,Faro
472,"Fórum Aveiro",8,Aveiro
472,"Fórum Coimbra",17,Coimbra
472,"Gaia Shopping",3,Porto
472,"Leiria Shopping",29,Leiria
472,"Norte Shopping",30,Porto
472,"Nosso Shopping",9,"Vila Real"
472,"Palácio do Gelo",2,Viseu
472,"Santa Catarina",10,Porto
472,"Vasgo da Gama",18,Lisboa
473,Aeroporto,2,Lisboa
473,Amoreiras,12,Lisboa
473,"Braga Parque",14,Braga
473,"CC Setúbal",31,Setúbal
473,Colombo,0,Lisboa
473,"Estação Viana",10,"Viana do Castelo"
473,"Évora Plaza",24,Évora
473,"Fórum Algarve",23,Faro
473,"Fórum Aveiro",5,Aveiro
473,"Fórum Coimbra",25,Coimbra
473,"Gaia Shopping",29,Porto
473,"Leiria Shopping",27,Leiria
473,"Norte Shopping",0,Porto
473,"Nosso Shopping",6,"Vila Real"
473,"Palácio do Gelo",22,Viseu
473,"Santa Catarina",8,Porto
473,"Vasgo da Gama",12,Lisboa
474,Aeroporto,24,Lisboa
474,Amoreiras,24,Lisboa
474,"Braga Parque",0,Braga
474,"CC Setúbal",16,Setúbal
474,Colombo,18,Lisboa
474,"Estação Viana",14,"Viana do Castelo"
474,"Évora Plaza",18,Évora
474,"Fórum Algarve",21,Faro
474,"Fórum Aveiro",27,Aveiro
474,"Fórum Coimbra",0,Coimbra
474,"Gaia Shopping",0,Porto
474,"Leiria Shopping",16,Leiria
474,"Norte Shopping",15,Porto
474,"Nosso Shopping",20,"Vila Real"
474,"Palácio do Gelo",28,Viseu
474,"Santa Catarina",9,Porto
474,"Vasgo da Gama",14,Lisboa
475,Aeroporto,18,Lisboa
475,Amoreiras,18,Lisboa
475,"Braga Parque",14,Braga
475,"CC Setúbal",13,Setúbal
475,Colombo,10,Lisboa
475,"Estação Viana",22,"Viana do Castelo"
475,"Évora Plaza",14,Évora
475,"Fórum Algarve",13,Faro
475,"Fórum Aveiro",9,Aveiro
475,"Fórum Coimbra",0,Coimbra
475,"Gaia Shopping",0,Porto
475,"Leiria Shopping",24,Leiria
475,"Norte Shopping",6,Porto
475,"Nosso Shopping",1,"Vila Real"
475,"Palácio do Gelo",27,Viseu
475,"Santa Catarina",0,Porto
475,"Vasgo da Gama",10,Lisboa
476,Aeroporto,19,Lisboa
476,Amoreiras,29,Lisboa
476,"Braga Parque",25,Braga
476,"CC Setúbal",15,Setúbal
476,Colombo,0,Lisboa
476,"Estação Viana",2,"Viana do Castelo"
476,"Évora Plaza",26,Évora
476,"Fórum Algarve",29,Faro
476,"Fórum Aveiro",14,Aveiro
476,"Fórum Coimbra",9,Coimbra
476,"Gaia Shopping",0,Porto
476,"Leiria Shopping",3,Leiria
476,"Norte Shopping",16,Porto
476,"Nosso Shopping",31,"Vila Real"
476,"Palácio do Gelo",0,Viseu
476,"Santa Catarina",3,Porto
476,"Vasgo da Gama",2,Lisboa
477,Aeroporto,1,Lisboa
477,Amoreiras,14,Lisboa
477,"Braga Parque",0,Braga
477,"CC Setúbal",3,Setúbal
477,Colombo,13,Lisboa
477,"Estação Viana",18,"Viana do Castelo"
477,"Évora Plaza",26,Évora
477,"Fórum Algarve",24,Faro
477,"Fórum Aveiro",0,Aveiro
477,"Fórum Coimbra",25,Coimbra
477,"Gaia Shopping",8,Porto
477,"Leiria Shopping",31,Leiria
477,"Norte Shopping",10,Porto
477,"Nosso Shopping",5,"Vila Real"
477,"Palácio do Gelo",6,Viseu
477,"Santa Catarina",13,Porto
477,"Vasgo da Gama",25,Lisboa
478,Aeroporto,14,Lisboa
478,Amoreiras,10,Lisboa
478,"Braga Parque",17,Braga
478,"CC Setúbal",4,Setúbal
478,Colombo,27,Lisboa
478,"Estação Viana",0,"Viana do Castelo"
478,"Évora Plaza",31,Évora
478,"Fórum Algarve",0,Faro
478,"Fórum Aveiro",0,Aveiro
478,"Fórum Coimbra",10,Coimbra
478,"Gaia Shopping",9,Porto
478,"Leiria Shopping",2,Leiria
478,"Norte Shopping",11,Porto
478,"Nosso Shopping",28,"Vila Real"
478,"Palácio do Gelo",5,Viseu
478,"Santa Catarina",14,Porto
478,"Vasgo da Gama",19,Lisboa
479,Aeroporto,12,Lisboa
479,Amoreiras,20,Lisboa
479,"Braga Parque",10,Braga
479,"CC Setúbal",2,Setúbal
479,Colombo,3,Lisboa
479,"Estação Viana",15,"Viana do Castelo"
479,"Évora Plaza",11,Évora
479,"Fórum Algarve",24,Faro
479,"Fórum Aveiro",22,Aveiro
479,"Fórum Coimbra",19,Coimbra
479,"Gaia Shopping",21,Porto
479,"Leiria Shopping",0,Leiria
479,"Norte Shopping",17,Porto
479,"Nosso Shopping",19,"Vila Real"
479,"Palácio do Gelo",30,Viseu
479,"Santa Catarina",18,Porto
479,"Vasgo da Gama",0,Lisboa
480,Aeroporto,20,Lisboa
480,Amoreiras,19,Lisboa
480,"Braga Parque",20,Braga
480,"CC Setúbal",0,Setúbal
480,Colombo,22,Lisboa
480,"Estação Viana",13,"Viana do Castelo"
480,"Évora Plaza",27,Évora
480,"Fórum Algarve",28,Faro
480,"Fórum Aveiro",31,Aveiro
480,"Fórum Coimbra",17,Coimbra
480,"Gaia Shopping",13,Porto
480,"Leiria Shopping",0,Leiria
480,"Norte Shopping",15,Porto
480,"Nosso Shopping",0,"Vila Real"
480,"Palácio do Gelo",12,Viseu
480,"Santa Catarina",29,Porto
480,"Vasgo da Gama",19,Lisboa
481,Aeroporto,6,Lisboa
481,Amoreiras,17,Lisboa
481,"Braga Parque",23,Braga
481,"CC Setúbal",7,Setúbal
481,Colombo,21,Lisboa
481,"Estação Viana",15,"Viana do Castelo"
481,"Évora Plaza",17,Évora
481,"Fórum Algarve",0,Faro
481,"Fórum Aveiro",0,Aveiro
481,"Fórum Coimbra",1,Coimbra
481,"Gaia Shopping",0,Porto
481,"Leiria Shopping",19,Leiria
481,"Norte Shopping",13,Porto
481,"Nosso Shopping",9,"Vila Real"
481,"Palácio do Gelo",22,Viseu
481,"Santa Catarina",2,Porto
481,"Vasgo da Gama",4,Lisboa
482,Aeroporto,1,Lisboa
482,Amoreiras,22,Lisboa
482,"Braga Parque",7,Braga
482,"CC Setúbal",11,Setúbal
482,Colombo,1,Lisboa
482,"Estação Viana",5,"Viana do Castelo"
482,"Évora Plaza",12,Évora
482,"Fórum Algarve",16,Faro
482,"Fórum Aveiro",27,Aveiro
482,"Fórum Coimbra",19,Coimbra
482,"Gaia Shopping",14,Porto
482,"Leiria Shopping",0,Leiria
482,"Norte Shopping",4,Porto
482,"Nosso Shopping",24,"Vila Real"
482,"Palácio do Gelo",31,Viseu
482,"Santa Catarina",2,Porto
482,"Vasgo da Gama",31,Lisboa
483,Aeroporto,26,Lisboa
483,Amoreiras,11,Lisboa
483,"Braga Parque",0,Braga
483,"CC Setúbal",17,Setúbal
483,Colombo,9,Lisboa
483,"Estação Viana",18,"Viana do Castelo"
483,"Évora Plaza",9,Évora
483,"Fórum Algarve",17,Faro
483,"Fórum Aveiro",5,Aveiro
483,"Fórum Coimbra",4,Coimbra
483,"Gaia Shopping",1,Porto
483,"Leiria Shopping",25,Leiria
483,"Norte Shopping",24,Porto
483,"Nosso Shopping",19,"Vila Real"
483,"Palácio do Gelo",12,Viseu
483,"Santa Catarina",25,Porto
483,"Vasgo da Gama",28,Lisboa
484,Aeroporto,17,Lisboa
484,Amoreiras,26,Lisboa
484,"Braga Parque",16,Braga
484,"CC Setúbal",26,Setúbal
484,Colombo,31,Lisboa
484,"Estação Viana",3,"Viana do Castelo"
484,"Évora Plaza",26,Évora
484,"Fórum Algarve",4,Faro
484,"Fórum Aveiro",25,Aveiro
484,"Fórum Coimbra",7,Coimbra
484,"Gaia Shopping",27,Porto
484,"Leiria Shopping",20,Leiria
484,"Norte Shopping",0,Porto
484,"Nosso Shopping",19,"Vila Real"
484,"Palácio do Gelo",4,Viseu
484,"Santa Catarina",10,Porto
484,"Vasgo da Gama",13,Lisboa
485,Aeroporto,21,Lisboa
485,Amoreiras,7,Lisboa
485,"Braga Parque",30,Braga
485,"CC Setúbal",9,Setúbal
485,Colombo,0,Lisboa
485,"Estação Viana",24,"Viana do Castelo"
485,"Évora Plaza",24,Évora
485,"Fórum Algarve",6,Faro
485,"Fórum Aveiro",17,Aveiro
485,"Fórum Coimbra",16,Coimbra
485,"Gaia Shopping",1,Porto
485,"Leiria Shopping",21,Leiria
485,"Norte Shopping",15,Porto
485,"Nosso Shopping",20,"Vila Real"
485,"Palácio do Gelo",20,Viseu
485,"Santa Catarina",23,Porto
485,"Vasgo da Gama",28,Lisboa
486,Aeroporto,16,Lisboa
486,Amoreiras,0,Lisboa
486,"Braga Parque",28,Braga
486,"CC Setúbal",0,Setúbal
486,Colombo,8,Lisboa
486,"Estação Viana",16,"Viana do Castelo"
486,"Évora Plaza",4,Évora
486,"Fórum Algarve",0,Faro
486,"Fórum Aveiro",6,Aveiro
486,"Fórum Coimbra",14,Coimbra
486,"Gaia Shopping",24,Porto
486,"Leiria Shopping",28,Leiria
486,"Norte Shopping",0,Porto
486,"Nosso Shopping",0,"Vila Real"
486,"Palácio do Gelo",24,Viseu
486,"Santa Catarina",26,Porto
486,"Vasgo da Gama",21,Lisboa
487,Aeroporto,0,Lisboa
487,Amoreiras,26,Lisboa
487,"Braga Parque",20,Braga
487,"CC Setúbal",8,Setúbal
487,Colombo,10,Lisboa
487,"Estação Viana",0,"Viana do Castelo"
487,"Évora Plaza",17,Évora
487,"Fórum Algarve",28,Faro
487,"Fórum Aveiro",9,Aveiro
487,"Fórum Coimbra",22,Coimbra
487,"Gaia Shopping",14,Porto
487,"Leiria Shopping",13,Leiria
487,"Norte Shopping",0,Porto
487,"Nosso Shopping",7,"Vila Real"
487,"Palácio do Gelo",8,Viseu
487,"Santa Catarina",13,Porto
487,"Vasgo da Gama",31,Lisboa
488,Aeroporto,11,Lisboa
488,Amoreiras,12,Lisboa
488,"Braga Parque",12,Braga
488,"CC Setúbal",11,Setúbal
488,Colombo,3,Lisboa
488,"Estação Viana",0,"Viana do Castelo"
488,"Évora Plaza",15,Évora
488,"Fórum Algarve",0,Faro
488,"Fórum Aveiro",2,Aveiro
488,"Fórum Coimbra",26,Coimbra
488,"Gaia Shopping",21,Porto
488,"Leiria Shopping",29,Leiria
488,"Norte Shopping",22,Porto
488,"Nosso Shopping",4,"Vila Real"
488,"Palácio do Gelo",19,Viseu
488,"Santa Catarina",21,Porto
488,"Vasgo da Gama",9,Lisboa
489,Aeroporto,6,Lisboa
489,Amoreiras,0,Lisboa
489,"Braga Parque",19,Braga
489,"CC Setúbal",9,Setúbal
489,Colombo,3,Lisboa
489,"Estação Viana",11,"Viana do Castelo"
489,"Évora Plaza",0,Évora
489,"Fórum Algarve",0,Faro
489,"Fórum Aveiro",17,Aveiro
489,"Fórum Coimbra",0,Coimbra
489,"Gaia Shopping",0,Porto
489,"Leiria Shopping",0,Leiria
489,"Norte Shopping",21,Porto
489,"Nosso Shopping",12,"Vila Real"
489,"Palácio do Gelo",23,Viseu
489,"Santa Catarina",31,Porto
489,"Vasgo da Gama",21,Lisboa
490,Aeroporto,0,Lisboa
490,Amoreiras,1,Lisboa
490,"Braga Parque",26,Braga
490,"CC Setúbal",21,Setúbal
490,Colombo,19,Lisboa
490,"Estação Viana",28,"Viana do Castelo"
490,"Évora Plaza",21,Évora
490,"Fórum Algarve",11,Faro
490,"Fórum Aveiro",1,Aveiro
490,"Fórum Coimbra",4,Coimbra
490,"Gaia Shopping",8,Porto
490,"Leiria Shopping",4,Leiria
490,"Norte Shopping",28,Porto
490,"Nosso Shopping",30,"Vila Real"
490,"Palácio do Gelo",0,Viseu
490,"Santa Catarina",11,Porto
490,"Vasgo da Gama",23,Lisboa
491,Aeroporto,14,Lisboa
491,Amoreiras,18,Lisboa
491,"Braga Parque",9,Braga
491,"CC Setúbal",29,Setúbal
491,Colombo,22,Lisboa
491,"Estação Viana",28,"Viana do Castelo"
491,"Évora Plaza",0,Évora
491,"Fórum Algarve",16,Faro
491,"Fórum Aveiro",7,Aveiro
491,"Fórum Coimbra",19,Coimbra
491,"Gaia Shopping",12,Porto
491,"Leiria Shopping",7,Leiria
491,"Norte Shopping",0,Porto
491,"Nosso Shopping",26,"Vila Real"
491,"Palácio do Gelo",14,Viseu
491,"Santa Catarina",22,Porto
491,"Vasgo da Gama",17,Lisboa
492,Aeroporto,27,Lisboa
492,Amoreiras,19,Lisboa
492,"Braga Parque",23,Braga
492,"CC Setúbal",8,Setúbal
492,Colombo,0,Lisboa
492,"Estação Viana",28,"Viana do Castelo"
492,"Évora Plaza",6,Évora
492,"Fórum Algarve",29,Faro
492,"Fórum Aveiro",12,Aveiro
492,"Fórum Coimbra",13,Coimbra
492,"Gaia Shopping",9,Porto
492,"Leiria Shopping",7,Leiria
492,"Norte Shopping",16,Porto
492,"Nosso Shopping",2,"Vila Real"
492,"Palácio do Gelo",9,Viseu
492,"Santa Catarina",20,Porto
492,"Vasgo da Gama",12,Lisboa
493,Aeroporto,21,Lisboa
493,Amoreiras,19,Lisboa
493,"Braga Parque",29,Braga
493,"CC Setúbal",0,Setúbal
493,Colombo,14,Lisboa
493,"Estação Viana",0,"Viana do Castelo"
493,"Évora Plaza",0,Évora
493,"Fórum Algarve",28,Faro
493,"Fórum Aveiro",15,Aveiro
493,"Fórum Coimbra",14,Coimbra
493,"Gaia Shopping",8,Porto
493,"Leiria Shopping",22,Leiria
493,"Norte Shopping",0,Porto
493,"Nosso Shopping",16,"Vila Real"
493,"Palácio do Gelo",20,Viseu
493,"Santa Catarina",17,Porto
493,"Vasgo da Gama",17,Lisboa
494,Aeroporto,20,Lisboa
494,Amoreiras,23,Lisboa
494,"Braga Parque",9,Braga
494,"CC Setúbal",0,Setúbal
494,Colombo,12,Lisboa
494,"Estação Viana",19,"Viana do Castelo"
494,"Évora Plaza",1,Évora
494,"Fórum Algarve",13,Faro
494,"Fórum Aveiro",31,Aveiro
494,"Fórum Coimbra",26,Coimbra
494,"Gaia Shopping",3,Porto
494,"Leiria Shopping",5,Leiria
494,"Norte Shopping",2,Porto
494,"Nosso Shopping",11,"Vila Real"
494,"Palácio do Gelo",20,Viseu
494,"Santa Catarina",3,Porto
494,"Vasgo da Gama",16,Lisboa
495,Aeroporto,7,Lisboa
495,Amoreiras,19,Lisboa
495,"Braga Parque",7,Braga
495,"CC Setúbal",1,Setúbal
495,Colombo,18,Lisboa
495,"Estação Viana",0,"Viana do Castelo"
495,"Évora Plaza",28,Évora
495,"Fórum Algarve",0,Faro
495,"Fórum Aveiro",0,Aveiro
495,"Fórum Coimbra",28,Coimbra
495,"Gaia Shopping",11,Porto
495,"Leiria Shopping",24,Leiria
495,"Norte Shopping",3,Porto
495,"Nosso Shopping",0,"Vila Real"
495,"Palácio do Gelo",23,Viseu
495,"Santa Catarina",29,Porto
495,"Vasgo da Gama",14,Lisboa
496,Aeroporto,1,Lisboa
496,Amoreiras,7,Lisboa
496,"Braga Parque",0,Braga
496,"CC Setúbal",15,Setúbal
496,Colombo,22,Lisboa
496,"Estação Viana",2,"Viana do Castelo"
496,"Évora Plaza",2,Évora
496,"Fórum Algarve",16,Faro
496,"Fórum Aveiro",14,Aveiro
496,"Fórum Coimbra",10,Coimbra
496,"Gaia Shopping",25,Porto
496,"Leiria Shopping",25,Leiria
496,"Norte Shopping",24,Porto
496,"Nosso Shopping",13,"Vila Real"
496,"Palácio do Gelo",30,Viseu
496,"Santa Catarina",1,Porto
496,"Vasgo da Gama",19,Lisboa
497,Aeroporto,27,Lisboa
497,Amoreiras,15,Lisboa
497,"Braga Parque",14,Braga
497,"CC Setúbal",23,Setúbal
497,Colombo,0,Lisboa
497,"Estação Viana",9,"Viana do Castelo"
497,"Évora Plaza",5,Évora
497,"Fórum Algarve",31,Faro
497,"Fórum Aveiro",9,Aveiro
497,"Fórum Coimbra",23,Coimbra
497,"Gaia Shopping",15,Porto
497,"Leiria Shopping",31,Leiria
497,"Norte Shopping",6,Porto
497,"Nosso Shopping",26,"Vila Real"
497,"Palácio do Gelo",4,Viseu
497,"Santa Catarina",12,Porto
497,"Vasgo da Gama",4,Lisboa
498,Aeroporto,1,Lisboa
498,Amoreiras,25,Lisboa
498,"Braga Parque",25,Braga
498,"CC Setúbal",12,Setúbal
498,Colombo,11,Lisboa
498,"Estação Viana",12,"Viana do Castelo"
498,"Évora Plaza",13,Évora
498,"Fórum Algarve",13,Faro
498,"Fórum Aveiro",16,Aveiro
498,"Fórum Coimbra",0,Coimbra
498,"Gaia Shopping",3,Porto
498,"Leiria Shopping",15,Leiria
498,"Norte Shopping",0,Porto
498,"Nosso Shopping",24,"Vila Real"
498,"Palácio do Gelo",10,Viseu
498,"Santa Catarina",18,Porto
498,"Vasgo da Gama",24,Lisboa
499,Aeroporto,3,Lisboa
499,Amoreiras,19,Lisboa
499,"Braga Parque",23,Braga
499,"CC Setúbal",12,Setúbal
499,Colombo,14,Lisboa
499,"Estação Viana",8,"Viana do Castelo"
499,"Évora Plaza",19,Évora
499,"Fórum Algarve",14,Faro
499,"Fórum Aveiro",13,Aveiro
499,"Fórum Coimbra",10,Coimbra
499,"Gaia Shopping",0,Porto
499,"Leiria Shopping",0,Leiria
499,"Norte Shopping",14,Porto
499,"Nosso Shopping",14,"Vila Real"
499,"Palácio do Gelo",0,Viseu
499,"Santa Catarina",21,Porto
499,"Vasgo da Gama",26,Lisboa
500,Aeroporto,19,Lisboa
500,Amoreiras,26,Lisboa
500,"Braga Parque",23,Braga
500,"CC Setúbal",22,Setúbal
500,Colombo,28,Lisboa
500,"Estação Viana",19,"Viana do Castelo"
500,"Évora Plaza",7,Évora
500,"Fórum Algarve",0,Faro
500,"Fórum Aveiro",17,Aveiro
500,"Fórum Coimbra",6,Coimbra
500,"Gaia Shopping",2,Porto
500,"Leiria Shopping",29,Leiria
500,"Norte Shopping",17,Porto
500,"Nosso Shopping",30,"Vila Real"
500,"Palácio do Gelo",29,Viseu
500,"Santa Catarina",29,Porto
500,"Vasgo da Gama",4,Lisboa
501,Aeroporto,23,Lisboa
501,Amoreiras,0,Lisboa
501,"Braga Parque",4,Braga
501,"CC Setúbal",31,Setúbal
501,Colombo,29,Lisboa
501,"Estação Viana",20,"Viana do Castelo"
501,"Évora Plaza",14,Évora
501,"Fórum Algarve",20,Faro
501,"Fórum Aveiro",23,Aveiro
501,"Fórum Coimbra",23,Coimbra
501,"Gaia Shopping",0,Porto
501,"Leiria Shopping",27,Leiria
501,"Norte Shopping",13,Porto
501,"Nosso Shopping",21,"Vila Real"
501,"Palácio do Gelo",25,Viseu
501,"Santa Catarina",10,Porto
501,"Vasgo da Gama",9,Lisboa
502,Aeroporto,31,Lisboa
502,Amoreiras,0,Lisboa
502,"Braga Parque",31,Braga
502,"CC Setúbal",27,Setúbal
502,Colombo,14,Lisboa
502,"Estação Viana",0,"Viana do Castelo"
502,"Évora Plaza",20,Évora
502,"Fórum Algarve",1,Faro
502,"Fórum Aveiro",19,Aveiro
502,"Fórum Coimbra",0,Coimbra
502,"Gaia Shopping",3,Porto
502,"Leiria Shopping",19,Leiria
502,"Norte Shopping",21,Porto
502,"Nosso Shopping",3,"Vila Real"
502,"Palácio do Gelo",20,Viseu
502,"Santa Catarina",3,Porto
502,"Vasgo da Gama",7,Lisboa
503,Aeroporto,19,Lisboa
503,Amoreiras,8,Lisboa
503,"Braga Parque",2,Braga
503,"CC Setúbal",15,Setúbal
503,Colombo,2,Lisboa
503,"Estação Viana",3,"Viana do Castelo"
503,"Évora Plaza",15,Évora
503,"Fórum Algarve",29,Faro
503,"Fórum Aveiro",0,Aveiro
503,"Fórum Coimbra",1,Coimbra
503,"Gaia Shopping",9,Porto
503,"Leiria Shopping",6,Leiria
503,"Norte Shopping",13,Porto
503,"Nosso Shopping",9,"Vila Real"
503,"Palácio do Gelo",14,Viseu
503,"Santa Catarina",0,Porto
503,"Vasgo da Gama",0,Lisboa
504,Aeroporto,17,Lisboa
504,Amoreiras,7,Lisboa
504,"Braga Parque",12,Braga
504,"CC Setúbal",19,Setúbal
504,Colombo,2,Lisboa
504,"Estação Viana",1,"Viana do Castelo"
504,"Évora Plaza",25,Évora
